	content	language
17	"ari de naam 'Wikipedia' en een eigen, onafhankelijk adres op het web. Deze datum werd later uitgeroepen tot Wikipediadag.In september   ontving Wikipedia de ""Quadriga A Mission of Enlightenment"" van Werkstatt Deutschland samen met Bo"	nl
18	ris Tadić, Eckart Höfling en Peter Gabriel. Deze prijs werd aangeboden aan Jimbo Wales door David Weinberger. Op de presentatie van artikelen in de userinterface van Wikipedia wordt wel kritiek geuit, omdat deze niet modern, rommelig	nl
19	en niet gebruiksvriendelijk zou zijn. Een modernere presentatie van deze artikelen wordt bijvoorbeeld geboden door Wikiwand, een gepatenteerde software-interface die hiervoor is ontwikkeld. Wikiwand is zelf geen onderdeel van MediaW	nl
20	"iki.In mei   ontving Wikipedia de Golden Nica voor digitale gemeenschappen van de jaarlijkse Prix Ars Electronica-wedstrijd. Later dat jaar ontving Wikipedia de Judges' Webby Award in de categorie ""community"".  Wikipedia werd ook gen"	nl
21	"omineerd voor de ""Best Practices"" prijs.In   bleek uit onderzoek dat de Engelstalige Wikipedia weliswaar in absolute aantallen meer artikelen over vrouwen had dan de Encyclopaedia Britannica, maar ook dat de kans dat een artikel over"	nl
22	een vrouw ontbrak groter was dan de kans dat een artikel over een man ontbrak. Het verschil tussen die kansen was bovendien groter dan in de Britannica.  Uit onderzoek uit   bleek dat de manier waarop biografieën van vrouwen beschre	nl
23	ven waren, sterk verschilde van hoe dat gedaan was voor mannen. 'Onzichtbaar vandalisme' en hoaxen blijken echter hardnekkiger te zijn. Door subtiele wijzigingen   kan een heel andere wending aan een artikel worden geven. Ook kan iem	nl
24	and natuurlijk per ongeluk foutieve informatie toevoegen. Wanneer niemand doorheeft dat de informatie onjuist is, kan die maandenlang op Wikipedia blijven staan. Zo zijn er gevallen bekend van artikelen over niet-bestaande personen,	nl
25	waar wel maandenlang een artikel over bestond.Wikipedia heeft net als andere wiki's te kampen met vandalisme. Er komen geleidelijk aan steeds doeltreffender hulpmiddelen beschikbaar om vandalisme te bestrijden.Een van de kenmerken va	nl
26	"n de bewerkers van Wikipedia is dat deze in grote meerderheid mannelijk zijn. Daarop stelde de New Statesman dat de Engelstalige versie niet de ""sum of all knowledge"" was, zoals de visie van een van de oprichters van Wikipedia luidde"	nl
27	", maar eerder de ""sum of male knowledge"".  In het tijdschrift Slate noemde Heather Mac Donald dit in   echter een non-probleem:Op   januari  , de  e verjaardag van Wikipedia, werd bekend dat er een fonds was opgericht, de Wikimedia E"	nl
28	ndowment, dat de komende   jaar   miljoen dollar moet gaan inzamelen teneinde het voortbestaan van Wikipedia op de lange termijn te garanderen. Artikelen op Wikipedia scoren over het algemeen hoog tot zeer hoog in de zoekmachines. Di	nl
29	t heeft als neveneffect dat ook eventuele foutieve informatie zich vanaf Wikipedia snel over het internet zou kunnen verspreiden.Hoewel het slechts een van de gaps is op Wikipedia, is deze bestempeld als van dusdanig groot belang dat	nl
30	er meerdere projecten zijn gestart om deze bias te verminderen.Wikipedia wordt georganiseerd en onderhouden op vrijwillige basis. Donaties worden door de Wikimedia Foundation geaccepteerd, maar nooit met het doel reclame voor enige	nl
31	andere instelling te maken of individuen commercieel voordeel te bieden.Wikipedia wordt bewerkt door vrijwilligers en heeft een open structuur. In principe kan iedereen daardoor meewerken aan de encyclopedie. In de praktijk blijkt er	nl
32	echter geen sprake van een volledige afspiegeling van de maatschappij. Zo komt uit onderzoek van de Wikimedia Foundation naar enkele kenmerken van bewerkers van Wikipedia naar voren dat de meerderheid van de bewerkers mannelijk is e	nl
33	n geen partner en kinderen heeft. Ongeveer de helft valt in de leeftijd tussen   en   jaar oud, terwijl de groep jonger dan   zo'n  % bedraagt.In   publiceerde Nature de resultaten van een vergelijkend onderzoek naar de kwaliteit van	nl
34	artikelen in de Engelse Wikipedia   en de Encyclopædia Britannica  .  Universitaire deskundigen bogen zich over natuurwetenschappelijke teksten, zonder te weten uit welke encyclopedie ze kwamen. In   paren van overeenkomstige artike	nl
35	len uit beide encyclopedieën vonden ze zowel in WP als in EB totaal acht ernstige fouten. Gemiddeld bevatte een WP-artikel vier en een EB-artikel drie foutjes, weglatingen of misleidende beweringen. Nature concludeerde dat hoewel de	nl
36	schrijfstijl van de Britannica veel beter was, de Wikipedia op natuurwetenschappelijk gebied bijna net zo goed was als de Britannica. Orlowski formuleerde het als volgt: de kwaliteit van informatie in deze artikelen was in Wikipedia	nl
37	daarmee   procent minder dan in de Britannica.  Het betrof hier een betrekkelijk kleine selectie van artikelen over exacte wetenschappen en techniek en veel van de aangetroffen 'fouten' betroffen meningsverschillen tussen de onderzoe	nl
38	"kers van Nature en de redacteuren van de Britannica over welke feiten vermeld zouden moeten worden in een encyclopedie.  In maart   publiceerde de Encyclopædia Britannica onder de titel ""Fatally Flawed"" een weerlegging van de onderzo"	nl
39	eksresultaten van Nature. Inmiddels bestaan er op het internet vrij veel klonen – ook wel mirrors of spiegelsites genoemd – van Wikipedia. Dit zijn sites die de inhoud van Wikipedia-artikelen of een deel hiervan   letterlijk overneme	nl
40	n. Enkele bekende voorbeelden zijn DBpedia, Wikiwand en   Encyclo.nl. Ook sommige teksten op WordPress.com zijn min of meer letterlijk afkomstig van Wikipedia. Daarnaast wordt veel van de vrij beschikbare inhoud van Wikipedia door al	nl
41	lerlei individuele sites overgenomen en hergebruikt, al dan niet in de vorm van letterlijk gekopieerde tekstpassages. Regelmatig laten deze sites na om de bron van deze informatie correct weer te geven, waardoor de vereiste auteursre	nl
42	"chtelijke kennisgevingen niet gerealiseerd worden.Een belangrijk neveneffect van dergelijke ""kloonwebsites"" en andere sites die zich primair op Wikipedia baseren is dat ze ervoor zorgen dat informatie op het internet steeds eenzijdig"	nl
43	er wordt. Het is inmiddels geen zeldzaamheid dat vijf van de eerste tien zoekresultaten op Google allemaal hetzelfde artikel bevatten, op verschillende sites. Foutieve informatie kan op deze manier razendsnel over internet worden ver	nl
44	spreid. Critici van Wikipedia zien dit als een zorgelijke ontwikkeling.De naam Wikipedia is een samentrekking van wiki, wat in het Hawaiiaans snel betekent, en het Engelse woord encyclopedia.Vanaf   begonnen de bewerkers   op Wikiped	nl
45	ia steeds meer samen te werken met culturele instellingen en andere organisaties om meer materiaal beschikbaar te krijgen voor het gebruik op Wikipedia. Er wordt samengewerkt met onder andere musea, galeries, archieven en bibliotheke	nl
46	n om zo meer specialistische informatie en vooral ook beeldmateriaal om meer artikelen hiervan te kunnen voorzien. In Nederland leverde bijvoorbeeld het Tropenmuseum meer dan   afbeeldingen over de Marrons, Suriname en Indonesië,   h	nl
47	et Nationaal Archief in Den Haag en Spaarnestad Photo te Haarlem doneren ruim   foto's van Nederlandse politici en belangrijke gebeurtenissen in Nederland  en het Amsterdam Museum doneerde in   zijn digitale collectie van  .  foto's.	nl
48	Sinds   wordt de samenwerking tussen Wikipedia en culturele instellingen verder geïntensiveerd met de aanstelling van een Wikipedian in Residence bij de instellingen zelf om hun materiaal via Wikipedia te ontsluiten. Wikipedia was d	nl
49	e eerste serieuze, algemene, digitale encyclopedie waarbij met het wiki-concept gewerkt werd. In vergelijking met andere concepten om informatie te verzamelen heeft dit tot gevolg dat Wikipedia, daar waar het actuele informatie betre	nl
50	ft, in het algemeen zeer snel bijgewerkt is. Daar is het concept ook naar genoemd: 'wikiwiki' betekent in het Hawaïaans 'snel'.In de maanden augustus en september   werd een internationale logowedstrijd gehouden. Het logo van Paul St	nl
51	ansifer werd met grote meerderheid verkozen. Daarna werd dit aangepast tot een grijze versie op basis van hetzelfde idee.Wikipedia is in de basis opgezet in de vorm van een wiki, hetgeen betekent dat elke inhoudelijke pagina door ied	nl
52	ere willekeurige bezoeker bewerkt kan worden. Voor Wikipedia is een apart programma ontworpen. De software, MediaWiki, is opensourcesoftware die ook gebruikt wordt door de andere projecten van de Wikimedia Foundation en door diverse	nl
53	andere projecten en bedrijven.Naast de kenmerken in het onderzoek van de Wikimedia Foundation spelen ook andere kenmerken een rol. Zo verschilt de demografie per Wikipedia sterk, wat zijn invloed heeft op het soort artikelen en de in	nl
54	houd daarvan. Artikelen over bepaalde landen, volken, gebruiken en religies zullen niet op elke Wikipedia dezelfde aandacht krijgen. Andere initiatieven zijn onder meer het wegwerken van overmatige nadruk in artikelen op specifieke l	nl
55	anden. Tegenover dat alles staat dat het niet noodzakelijk is om zelf binnen een specifiek profiel te passen om erover te kunnen en willen schrijven: Although I'm a rich white guy, I'm also a feminist anti-racism activist who fights	nl
